v,vw,o,c,h,l,t,n
759,133.3623,133.38,133.37,133.38,133.37,1673514060000,34
847,133.3909,133.39,133.38,133.39,133.38,1673514180000,28
1044,133.384,133.4,133.38,133.4,133.38,1673514240000,15
1172,133.4132,133.44,133.38,133.46,133.38,1673514300000,38
3924,133.4675,133.45,133.5,133.5,133.45,1673514360000,56
584,133.516,133.49,133.49,133.49,133.49,1673514480000,30
175,133.5522,133.55,133.55,133.55,133.55,1673514540000,6
1763,133.5082,133.51,133.5,133.51,133.5,1673514660000,27
909,133.508,133.51,133.5,133.51,133.5,1673514720000,19
2636,133.4369,133.49,133.41,133.5,133.41,1673514780000,52
1180,133.4897,133.46,133.5,133.5,133.46,1673514840000,16
538,133.5302,133.51,133.5,133.51,133.5,1673514960000,25
723,133.5707,133.57,133.57,133.57,133.57,1673515200000,8
575,133.5534,133.55,133.55,133.55,133.55,1673515260000,12
634,133.5918,133.58,133.58,133.58,133.58,1673515320000,22
754,133.6419,133.65,133.65,133.65,133.65,1673515500000,28
1074,133.6003,133.6,133.6,133.6,133.6,1673515620000,26
559,133.6499,133.64,133.64,133.64,133.64,1673515800000,14
366,133.7377,133.76,133.76,133.76,133.76,1673516160000,14
2561,133.7923,133.78,133.81,133.81,133.76,1673516280000,54
252,133.8268,133.83,133.83,133.83,133.83,1673516340000,10
405,133.8171,133.81,133.81,133.81,133.81,1673516460000,17
427,133.8561,133.86,133.86,133.86,133.86,1673516640000,19
1533,133.8635,133.83,133.87,133.87,133.83,1673516760000,45
463,133.8613,133.88,133.88,133.88,133.88,1673516940000,18
1241,133.8367,133.84,133.82,133.84,133.82,1673517000000,19
529,133.8133,133.84,133.8,133.84,133.8,1673517300000,20
866,133.7702,133.75,133.75,133.75,133.75,1673517600000,34
964,133.6705,133.67,133.67,133.67,133.67,1673517660000,17
871,133.6471,133.65,133.65,133.65,133.65,1673517720000,22
362,133.6023,133.6,133.6,133.6,133.6,1673517840000,13
