v,vw,o,c,h,l,t,n
49399,161.5104,161.49,161.4786,161.55,161.461,1681147920000,787
46745,161.5029,161.4701,161.54,161.545,161.4701,1681147980000,719
49504,161.5327,161.5399,161.55,161.5655,161.48,1681148040000,569
34169,161.5227,161.5413,161.5099,161.56,161.4886,1681148100000,537
42735,161.4828,161.5,161.5,161.5199,161.44,1681148160000,573
46405,161.4635,161.49,161.48,161.4982,161.43,1681148220000,502
40627,161.478,161.4881,161.455,161.51,161.4501,1681148280000,495
49868,161.4813,161.455,161.45,161.51,161.44,1681148340000,656
57822,161.4768,161.46,161.41,161.52,161.41,1681148400000,679
47768,161.4282,161.41,161.415,161.475,161.4,1681148460000,535
62127,161.3746,161.41,161.3476,161.41,161.335,1681148520000,759
61993,161.3422,161.34,161.34,161.3819,161.31,1681148580000,667
53551,161.3854,161.34,161.435,161.44,161.32,1681148640000,653
50128,161.4273,161.44,161.4399,161.4591,161.3828,1681148700000,572
68832,161.4575,161.44,161.495,161.5,161.4101,1681148760000,772
77105,161.542,161.495,161.55,161.57,161.495,1681148820000,758
47394,161.5719,161.555,161.54,161.6,161.54,1681148880000,537
82049,161.561,161.5418,161.5101,161.63,161.4907,1681148940000,851
41289,161.5161,161.525,161.54,161.549,161.46,1681149000000,521
32414,161.5337,161.53,161.525,161.555,161.51,1681149060000,442
42371,161.5492,161.5299,161.52,161.59,161.51,1681149120000,484
69195,161.5078,161.53,161.4706,161.565,161.451,1681149180000,709
70284,161.4152,161.475,161.3899,161.51,161.36,1681149240000,696
78490,161.3857,161.38,161.435,161.44,161.34,1681149300000,738
33313,161.4562,161.435,161.44,161.49,161.43,1681149360000,439
44126,161.3884,161.43,161.37,161.43,161.35,1681149420000,590
38821,161.3702,161.365,161.394,161.4,161.34,1681149480000,468
49481,161.424,161.39,161.435,161.44,161.39,1681149540000,498
81653,161.4084,161.44,161.39,161.4594,161.35,1681149600000,686
61805,161.3665,161.39,161.385,161.39,161.34,1681149660000,561
47025,161.4126,161.39,161.435,161.44,161.39,1681149720000,560
50861,161.452,161.43,161.45,161.4799,161.43,1681149780000,550
56918,161.4741,161.46,161.5,161.505,161.44,1681149840000,548
87047,161.5487,161.505,161.5706,161.59,161.505,1681149900000,745
72091,161.5802,161.5814,161.585,161.63,161.5539,1681149960000,693
59229,161.559,161.585,161.55,161.605,161.52,1681150020000,614
41531,161.5606,161.5433,161.5699,161.5999,161.515,1681150080000,579
43396,161.5147,161.56,161.47,161.56,161.47,1681150140000,580
45676,161.4828,161.48,161.5,161.5113,161.44,1681150200000,583
53530,161.5281,161.49,161.585,161.59,161.475,1681150260000,622
62991,161.6043,161.5807,161.595,161.64,161.5688,1681150320000,707
80843,161.6433,161.595,161.65,161.68,161.595,1681150380000,847
42216,161.6381,161.65,161.6229,161.67,161.6,1681150440000,528
74741,161.6624,161.63,161.655,161.69,161.62,1681150500000,799
93986,161.737,161.655,161.78,161.795,161.65,1681150560000,980
82598,161.752,161.78,161.73,161.7999,161.69,1681150620000,770
90396,161.7749,161.74,161.7812,161.8,161.73,1681150680000,878
41790,161.7651,161.78,161.7699,161.79,161.745,1681150740000,617
62963,161.7882,161.765,161.815,161.82,161.7587,1681150800000,787
65880,161.8057,161.815,161.78,161.84,161.78,1681150860000,723
70555,161.7886,161.79,161.82,161.83,161.75,1681150920000,870
52344,161.8089,161.81,161.805,161.835,161.7816,1681150980000,598
48539,161.7915,161.805,161.76,161.815,161.76,1681151040000,759
59104,161.7723,161.7604,161.7999,161.82,161.74,1681151100000,745
59804,161.7397,161.8,161.7213,161.8,161.71,1681151160000,667
48012,161.6967,161.72,161.695,161.72,161.68,1681151220000,634
41543,161.7061,161.69,161.725,161.735,161.68,1681151280000,547
36483,161.7117,161.73,161.715,161.7301,161.6801,1681151340000,520
47578,161.7179,161.72,161.73,161.748,161.68,1681151400000,611
69100,161.7412,161.74,161.738,161.77,161.71,1681151460000,708
43415,161.7289,161.73,161.74,161.76,161.7,1681151520000,601
68055,161.7482,161.745,161.7616,161.767,161.73,1681151580000,758
52939,161.695,161.76,161.665,161.7699,161.65,1681151640000,702
57862,161.6413,161.665,161.66,161.69,161.6014,1681151700000,766
45692,161.6231,161.655,161.59,161.69,161.58,1681151760000,639
36265,161.5831,161.58,161.57,161.61,161.56,1681151820000,604
48729,161.5791,161.57,161.6,161.62,161.55,1681151880000,587
47535,161.6176,161.6001,161.605,161.6499,161.5717,1681151940000,641
58479,161.5753,161.615,161.565,161.6299,161.55,1681152000000,598
53472,161.5335,161.58,161.5281,161.585,161.51,1681152060000,727
76979,161.4886,161.5265,161.46,161.5265,161.455,1681152120000,903
42224,161.4736,161.453,161.48,161.49,161.44,1681152180000,532
36973,161.4606,161.475,161.47,161.48,161.43,1681152240000,498
50127,161.464,161.47,161.48,161.48,161.435,1681152300000,676
78232,161.5041,161.48,161.5324,161.55,161.46,1681152360000,785
76700,161.5378,161.535,161.54,161.56,161.5,1681152420000,631
39522,161.5511,161.5393,161.52,161.58,161.515,1681152480000,480
34457,161.5315,161.51,161.545,161.545,161.51,1681152540000,403
55695,161.5769,161.54,161.5816,161.6,161.54,1681152600000,591
64474,161.6246,161.58,161.63,161.66,161.58,1681152660000,722
55648,161.6303,161.62,161.6494,161.66,161.6,1681152720000,507
59404,161.6753,161.6483,161.7,161.7199,161.63,1681152780000,616
50211,161.6834,161.7,161.6884,161.715,161.67,1681152840000,624
41048,161.7055,161.69,161.71,161.73,161.685,1681152900000,596
62775,161.7069,161.705,161.71,161.7399,161.67,1681152960000,643
40336,161.7072,161.7001,161.6995,161.73,161.69,1681153020000,516
58181,161.7129,161.7,161.73,161.748,161.7,1681153080000,685
108415,161.7404,161.7235,161.72,161.76,161.71,1681153140000,963
73327,161.7589,161.73,161.7513,161.799,161.73,1681153200000,880
55218,161.7665,161.76,161.7638,161.7873,161.75,1681153260000,746
78951,161.6968,161.77,161.675,161.775,161.66,1681153320000,966
76265,161.6299,161.675,161.645,161.675,161.59,1681153380000,880
47638,161.6777,161.645,161.68,161.7,161.645,1681153440000,579
61602,161.687,161.69,161.69,161.71,161.67,1681153500000,694
54635,161.6416,161.69,161.6,161.7,161.595,1681153560000,706
121666,161.6016,161.595,161.675,161.685,161.55,1681153620000,1214
53467,161.6541,161.68,161.66,161.695,161.62,1681153680000,656
47294,161.6435,161.665,161.6464,161.67,161.6,1681153740000,591
51379,161.6625,161.65,161.6791,161.69,161.63,1681153800000,640
62751,161.6357,161.675,161.61,161.69,161.59,1681153860000,631
54079,161.5967,161.62,161.565,161.62,161.565,1681153920000,606
56847,161.5647,161.57,161.5599,161.61,161.54,1681153980000,623
74671,161.5283,161.555,161.53,161.555,161.5,1681154040000,806
47257,161.5438,161.53,161.545,161.565,161.51,1681154100000,536
51544,161.5512,161.55,161.5501,161.5793,161.5125,1681154160000,617
71954,161.611,161.55,161.665,161.6688,161.545,1681154220000,651
85287,161.6518,161.66,161.68,161.7,161.615,1681154280000,768
88818,161.6975,161.675,161.725,161.73,161.655,1681154340000,683
76837,161.6862,161.725,161.68,161.73,161.63,1681154400000,858
92022,161.6837,161.68,161.6771,161.71,161.655,1681154460000,781
87471,161.7297,161.6784,161.77,161.7801,161.665,1681154520000,751
71305,161.7173,161.762,161.6742,161.78,161.67,1681154580000,645
70032,161.6342,161.685,161.63,161.685,161.605,1681154640000,620
76027,161.6099,161.63,161.61,161.64,161.5811,1681154700000,809
46111,161.6158,161.61,161.6301,161.64,161.59,1681154760000,540
51117,161.6297,161.64,161.6001,161.66,161.6001,1681154820000,601
62363,161.6187,161.6001,161.6449,161.6568,161.59,1681154880000,633
58200,161.6408,161.64,161.5892,161.665,161.585,1681154940000,659
63994,161.588,161.59,161.56,161.64,161.55,1681155000000,802
115047,161.5962,161.56,161.6202,161.64,161.56,1681155060000,1406
96487,161.6706,161.6299,161.6689,161.7001,161.62,1681155120000,1185
67086,161.6683,161.6667,161.69,161.7,161.64,1681155180000,973
70538,161.6517,161.6999,161.63,161.6999,161.6206,1681155240000,800
97600,161.6505,161.625,161.66,161.685,161.61,1681155300000,993
123953,161.7306,161.665,161.755,161.78,161.655,1681155360000,1222
108504,161.7367,161.7501,161.7695,161.775,161.69,1681155420000,1087
92580,161.7463,161.76,161.7355,161.78,161.71,1681155480000,1083
105898,161.7896,161.74,161.8201,161.83,161.72,1681155540000,982
132810,161.8331,161.82,161.85,161.86,161.81,1681155600000,1198
155572,161.853,161.85,161.865,161.89,161.82,1681155660000,1334
140556,161.8823,161.8692,161.93,161.94,161.835,1681155720000,1309
132269,161.866,161.935,161.795,161.935,161.78,1681155780000,1095
117259,161.7769,161.7977,161.7599,161.815,161.74,1681155840000,939
118633,161.698,161.755,161.71,161.755,161.665,1681155900000,1115
124237,161.7535,161.705,161.755,161.79,161.705,1681155960000,1161
86851,161.7226,161.76,161.7201,161.785,161.6807,1681156020000,938
104730,161.764,161.7289,161.78,161.8,161.715,1681156080000,1118
109312,161.7463,161.77,161.77,161.78,161.7,1681156140000,967
234864,161.7826,161.77,161.81,161.84,161.7,1681156200000,2182
117242,161.7691,161.8,161.775,161.805,161.73,1681156260000,1257
152572,161.8042,161.775,161.835,161.85,161.765,1681156320000,1369
210553,161.8341,161.83,161.83,161.88,161.78,1681156380000,2197
183081,161.7628,161.825,161.7499,161.83,161.67,1681156440000,1927
235081,161.8042,161.75,161.83,161.84,161.75,1681156500000,2086
187194,161.7962,161.83,161.815,161.835,161.74,1681156560000,1827
266058,161.8272,161.8116,161.825,161.86,161.79,1681156620000,2129
226373,161.8086,161.825,161.815,161.84,161.76,1681156680000,2203
800072,161.9197,161.82,162.025,162.03,161.81,1681156740000,6222
932955,162.0289,162.01,161.99,162.03,161.93,1681156800000,163
12406,161.9918,161.99,162.02,162.02,161.96,1681156860000,201
2502,162.0258,162.03,162.03,162.03,162.03,1681156920000,49
2538,162.0199,162.02,162.03,162.03,162.01,1681156980000,67
6595,162.0289,162.0299,162.04,162.05,162.02,1681157040000,100
13436,162.0308,162.03,162.04,162.05,162.03,1681157100000,39
2425,162.0438,162.03,162.05,162.05,162.03,1681157160000,51
79696,162.0316,162.04,162.06,162.06,162.03,1681157220000,49
26439,162.0302,162.05,162.04,162.05,162.03,1681157280000,16
463,162.0353,162.03,162.05,162.05,162.03,1681157340000,27
1654,162.0382,162.04,162.03,162.04,162.03,1681157400000,28
2749,162.0306,162.03,162.03,162.03,162.03,1681157460000,43
5325,162.0352,162.0495,162.05,162.05,162.03,1681157520000,43
28660,162.0302,162.04,162.03,162.04,162.03,1681157640000,23
5236,162.0551,162.06,162.0499,162.09,162.03,1681157700000,70
755,162.043,162.05,162.05,162.05,162.05,1681157820000,26
1915,162.0596,162.0599,162.0599,162.0599,162.0599,1681157880000,11
350,162.0419,162.05,162.05,162.05,162.05,1681157940000,19
2161,162.0398,162.04,162.04,162.04,162.04,1681158000000,19
1926,162.0307,162.04,162.03,162.04,162.03,1681158060000,42
91646,162.0306,162.04,162.05,162.06,162.04,1681158120000,44
4790,162.0689,162.0601,162.07,162.08,162.0601,1681158180000,28
4569,162.0505,162.05,162.05,162.05,162.05,1681158240000,44
3719,162.06,162.0599,162.06,162.06,162.0599,1681158300000,23
845,162.0539,162.05,162.0699,162.0699,162.05,1681158360000,19
775,162.0606,162.07,162.05,162.07,162.05,1681158420000,15
2352,162.0697,162.07,162.08,162.08,162.07,1681158480000,49
1315,162.0903,162.08,162.09,162.09,162.08,1681158540000,25
1194,162.1384,162.13,162.15,162.15,162.13,1681158600000,40
2844,162.1585,162.15,162.16,162.19,162.15,1681158660000,43
2145,162.1571,162.17,162.16,162.17,162.15,1681158720000,33
5112,162.1499,162.14,162.12,162.18,162.12,1681158780000,40
33211,162.0437,162.13,162.03,162.13,162.03,1681158840000,33
3006,162.1224,162.13,162.12,162.13,162.12,1681158900000,40
45406,162.0377,162.1194,162.1,162.12,162.03,1681158960000,19
491773,162.0305,162.1,162.13,162.13,162.1,1681159020000,43
1339,162.1101,162.11,162.11,162.11,162.11,1681159080000,13
1759,162.1098,162.11,162.11,162.11,162.11,1681159140000,24
313,162.1135,162.11,162.12,162.12,162.11,1681159200000,16
1904,162.1187,162.11,162.12,162.12,162.11,1681159260000,13
947,162.126,162.13,162.13,162.13,162.13,1681159320000,35
1694,162.1096,162.11,162.11,162.11,162.11,1681159500000,11
1409,162.0891,162.11,162.08,162.11,162.07,1681159560000,29
200,162.0726,162.07,162.07,162.07,162.07,1681159620000,19
996,162.0705,162.07,162.07,162.07,162.07,1681159740000,29
398,162.0674,162.0601,162.0601,162.0601,162.0601,1681159800000,17
431,162.0698,162.07,162.07,162.07,162.07,1681159860000,18
280,162.0795,162.08,162.08,162.08,162.08,1681159980000,17
460,162.0761,162.08,162.08,162.08,162.08,1681160100000,15
2498,162.108,162.09,162.12,162.12,162.09,1681160220000,41
1270,162.0601,162.06,162.06,162.06,162.06,1681160280000,15
239,162.0498,162.0428,162.0428,162.0428,162.0428,1681160400000,13
951,162.0638,162.1,162.05,162.1,162.05,1681160520000,20
1273,162.0467,162.05,162.04,162.05,162.04,1681160580000,32
278,162.0547,162.06,162.06,162.06,162.06,1681160640000,17
3749,162.0334,162.04,162.03,162.05,162.03,1681160700000,49
732,162.0442,162.0599,162.03,162.0599,162.03,1681160820000,26
3902,161.7061,162.03,162.01,162.03,162.01,1681160880000,41
4691,162.0051,162.01,161.98,162.01,161.98,1681160940000,76
1557,161.9906,161.98,162,162,161.98,1681161000000,44
1052,161.982,161.97,162,162,161.97,1681161060000,27
2352,161.9723,161.97,161.96,161.98,161.96,1681161120000,32
1916,161.9592,161.96,161.96,161.96,161.95,1681161180000,36
1921,161.9627,161.95,161.95,161.98,161.95,1681161240000,18
204,161.9715,161.98,161.98,161.98,161.98,1681161300000,24
712,161.955,161.9561,161.95,161.9561,161.95,1681161360000,20
899,161.9639,161.96,161.97,161.97,161.96,1681161420000,24
390,161.9714,161.97,161.97,161.97,161.97,1681161480000,11
1561,161.9572,161.97,161.95,161.97,161.95,1681161600000,21
207,161.973,161.98,161.98,161.98,161.98,1681161780000,20
417,161.9688,161.97,161.97,161.97,161.97,1681161840000,10
168,161.967,161.97,161.97,161.97,161.97,1681161900000,13
621,161.9516,161.95,161.95,161.95,161.95,1681162080000,31
130,161.9628,161.96,161.96,161.96,161.96,1681162200000,7
905,161.9505,161.95,161.95,161.95,161.95,1681162320000,13
684,161.9554,161.96,161.95,161.96,161.95,1681162500000,15
662,161.9601,161.96,161.96,161.96,161.96,1681162620000,17
300,161.9618,161.96,161.96,161.96,161.96,1681162680000,13
347,161.9646,161.95,161.95,161.95,161.95,1681162800000,18
417,161.9573,161.95,161.96,161.96,161.95,1681162860000,18
148,161.9523,161.95,161.95,161.95,161.95,1681162980000,9
334,161.9543,161.96,161.96,161.96,161.96,1681163040000,17
628,161.9557,161.97,161.95,161.97,161.95,1681163100000,19
283,161.952,161.95,161.95,161.95,161.95,1681163160000,11
456,161.9771,161.9779,161.98,161.98,161.9779,1681163220000,7
387,161.9309,161.93,161.93,161.93,161.93,1681163520000,20
382,161.9411,161.9304,161.9304,161.9304,161.9304,1681163640000,23
210,161.9315,161.93,161.93,161.93,161.93,1681163700000,13
140,161.9464,161.95,161.95,161.95,161.95,1681163760000,13
945,161.9251,161.91,161.93,161.93,161.91,1681163880000,26
385,161.9103,161.91,161.91,161.91,161.91,1681164000000,8
107,161.9297,161.93,161.93,161.93,161.93,1681164060000,7
961,161.9305,161.92,161.95,161.95,161.92,1681164180000,22
816,161.9201,161.92,161.92,161.92,161.92,1681164360000,7
715,161.9396,161.94,161.94,161.94,161.94,1681164420000,7
532,161.9244,161.92,161.92,161.92,161.92,1681164480000,17
389,161.9215,161.9213,161.9213,161.9213,161.9213,1681164540000,10
989,161.9778,161.98,161.99,161.99,161.96,1681164660000,31
426,161.9898,161.99,161.99,161.99,161.99,1681164780000,14
2110,161.99,161.99,161.99,161.99,161.99,1681164960000,9
255,161.9534,161.95,161.95,161.95,161.95,1681165080000,10
211,161.9801,161.97,161.97,161.97,161.97,1681165260000,10
775,161.9997,162,162,162,162,1681165380000,27
1459,162.0305,162.03,162.04,162.04,162.03,1681165500000,25
567,162.0353,162.03,162.04,162.04,162.03,1681165620000,14
539,162.0497,162.04,162.05,162.05,162.04,1681165740000,24
356,162.0668,162.07,162.07,162.07,162.07,1681165860000,10
308,162.0669,162.07,162.07,162.07,162.07,1681165920000,12
318,162.0681,162.07,162.07,162.07,162.07,1681165980000,13
233,162.0686,162.07,162.07,162.07,162.07,1681166160000,9
168,162.054,162.05,162.05,162.05,162.05,1681166220000,14
527,162.0444,162.0401,162.05,162.05,162.0401,1681166400000,8
1055,162.0979,162.099,162.099,162.099,162.099,1681166520000,9
234,162.0441,162.04,162.04,162.04,162.04,1681166580000,10
8207,162.0501,162.05,162.05,162.05,162.05,1681166640000,13
426,162.0322,162.03,162.03,162.03,162.03,1681166700000,14
136,162.0308,162.03,162.03,162.03,162.03,1681166760000,12
165,162.0304,162.03,162.03,162.03,162.03,1681167240000,11
925,162.0375,162.03,162.03,162.0484,162.03,1681167420000,13
223,162.0113,162.01,162.01,162.01,162.01,1681167540000,10
889,162.0182,162.01,162.02,162.02,162.01,1681167840000,15
1125,162.03,162.03,162.03,162.03,162.03,1681167900000,9
421,162.0202,162.02,162.02,162.02,162.02,1681167960000,11
254,162.0327,162.04,162.04,162.04,162.04,1681168320000,15
944,162.0368,162.04,162.03,162.04,162.03,1681168380000,7
790,162.0453,162.04,162.05,162.05,162.04,1681168500000,15
586,162.0666,162.05,162.05,162.05,162.05,1681168980000,28
1028,162.0455,162.06,162.02,162.06,162.02,1681169340000,17
638,162.0264,162.04,162.02,162.04,162.02,1681169400000,14
1443,162.049,162.04,162.05,162.05,162.04,1681169460000,18
288,162.0603,162.06,162.06,162.06,162.06,1681169520000,10
226,162.0785,162.08,162.08,162.08,162.08,1681169580000,14
1416,162.1034,162.1,162.11,162.11,162.1,1681169700000,23
1554,162.1663,162.12,162.2,162.2,162.12,1681169940000,32
595,162.1314,162.1399,162.1,162.1399,162.1,1681170600000,11
256,162.1099,162.11,162.11,162.11,162.11,1681170660000,16
209,162.1198,162.12,162.12,162.12,162.12,1681170720000,14
1706,162.1265,162.1,162.14,162.14,162.1,1681170780000,24
600,162.1229,162.13,162.12,162.13,162.12,1681170840000,23
662,162.1376,162.14,162.14,162.14,162.14,1681170900000,14
682,162.1328,162.11,162.13,162.13,162.11,1681170960000,25
438,162.1354,162.13,162.13,162.13,162.13,1681171020000,18
2428,162.1848,162.1899,162.18,162.19,162.18,1681171080000,36
1411,162.1982,162.19,162.2,162.2,162.19,1681171140000,38
3999,162.3869,162.02,162.51,162.65,162.02,1681200000000,105
489,162.2223,162.21,162.21,162.21,162.21,1681200060000,32
433,162.187,162.2,162.16,162.2,162.16,1681200120000,7
898,162.2478,162.2,162.28,162.28,162.2,1681200180000,13
1630,162.2433,162.26,162.2,162.26,162.2,1681200240000,22
315,162.2606,162.26,162.26,162.26,162.26,1681200420000,5
361,162.2618,162.26,162.26,162.26,162.26,1681200480000,11
105,162.261,162.26,162.26,162.26,162.26,1681200540000,3
2142,162.2627,162.26,162.26,162.26,162.26,1681200600000,36
167,162.299,162.3,162.3,162.3,162.3,1681200780000,5
607,162.3455,162.35,162.35,162.35,162.35,1681201020000,11
376,162.3698,162.37,162.37,162.37,162.37,1681201200000,11
246,162.3649,162.35,162.35,162.35,162.35,1681201440000,8
824,162.3967,162.39,162.41,162.41,162.39,1681201620000,14
110,162.39,162.39,162.39,162.39,162.39,1681201680000,2
221,162.2812,162.28,162.28,162.28,162.28,1681201980000,6
2100,162.299,162.3,162.3,162.3,162.3,1681202160000,6
347,162.3358,162.34,162.34,162.34,162.34,1681202460000,15
750,162.295,162.31,162.31,162.31,162.31,1681202580000,18
552,162.2157,162.2,162.2,162.2,162.2,1681202880000,19
619,162.2108,162.2,162.21,162.21,162.2,1681203000000,24
5899,162.3263,162.3,162.33,162.33,162.3,1681203480000,44
255,162.389,162.4,162.4,162.4,162.4,1681203840000,11
544,162.3284,162.32,162.32,162.32,162.32,1681204140000,27
212,162.2156,162.21,162.21,162.21,162.21,1681204800000,14
1085,162.2087,162.21,162.2,162.21,162.2,1681204920000,46
373,162.2835,162.27,162.27,162.27,162.27,1681205340000,14
146,162.3008,162.3,162.3,162.3,162.3,1681205520000,4
3333,162.4554,162.4,162.5,162.5,162.4,1681206000000,80
714,162.4284,162.42,162.42,162.42,162.42,1681206240000,19
596,162.4371,162.43,162.44,162.44,162.43,1681206600000,14
1021,162.4042,162.4,162.4,162.4,162.4,1681206660000,19
478,162.5,162.5,162.5,162.5,162.5,1681206900000,17
633,162.5575,162.52,162.52,162.52,162.52,1681207020000,28
1522,162.7211,162.71,162.74,162.74,162.71,1681207320000,27
1314,162.6964,162.7,162.7,162.7,162.7,1681207620000,16
972,162.6001,162.6,162.6,162.6,162.6,1681207920000,24
676,162.6134,162.64,162.64,162.64,162.64,1681208040000,18
355,162.643,162.65,162.65,162.65,162.65,1681208460000,11
657,162.5918,162.6,162.57,162.6,162.57,1681208520000,18
1377,162.5545,162.56,162.55,162.56,162.55,1681208580000,12
413,162.6188,162.62,162.62,162.62,162.62,1681208760000,11
137,162.5753,162.57,162.57,162.57,162.57,1681208820000,6
3918,162.5502,162.55,162.55,162.55,162.55,1681208880000,17
1078,162.4376,162.38,162.38,162.38,162.38,1681209300000,59
1839,162.3053,162.31,162.29,162.31,162.29,1681209420000,26
594,162.3442,162.35,162.35,162.35,162.35,1681209600000,14
905,162.3384,162.31,162.34,162.34,162.31,1681209660000,19
1720,162.3011,162.3,162.29,162.3,162.29,1681209720000,25
3028,162.3001,162.3,162.3,162.3,162.3,1681209780000,54
555,162.345,162.39,162.3,162.39,162.3,1681209900000,15
323,162.2064,162.2,162.2,162.2,162.2,1681210200000,19
837,162.2022,162.2,162.2,162.2,162.2,1681210260000,20
576,162.2091,162.18,162.18,162.18,162.18,1681210320000,19
830,162.2369,162.23,162.22,162.23,162.22,1681210500000,21
4251,162.2807,162.21,162.35,162.35,162.21,1681210800000,101
234,162.3499,162.35,162.35,162.35,162.35,1681210860000,9
1665,162.3252,162.34,162.3,162.34,162.3,1681210920000,47
7422,162.2592,162.3,162.22,162.3,162.22,1681210980000,100
2848,162.2,162.23,162.21,162.23,162.2,1681211100000,73
3985,162.2071,162.28,162.07,162.34,162.07,1681211160000,93
1817,162.0722,162.1,162.1,162.1,162.05,1681211280000,38
651,162.0895,162.1,162.1,162.1,162.1,1681211340000,12
7748,162.0194,162.05,162.02,162.08,161.95,1681211400000,222
797,162.0858,162.08,162.08,162.08,162.08,1681211460000,41
3399,162.0466,162.05,162.03,162.05,162.03,1681211520000,33
2748,161.9221,161.94,161.89,161.97,161.89,1681211640000,56
2271,161.9284,161.95,161.91,161.95,161.91,1681211760000,34
1817,161.9568,161.9,162,162,161.9,1681211820000,34
1803,162.0915,162,162.17,162.17,162,1681211880000,53
2154,162.0814,162.11,162.06,162.12,162.06,1681211940000,36
3521,162.0458,162.03,162.1,162.1,162.02,1681212000000,47
905,162.0537,162.1,162.1,162.1,162.1,1681212060000,21
363,162.0218,162.02,162.02,162.02,162.02,1681212420000,12
428,162.0342,162.03,162.03,162.03,162.03,1681212480000,12
2311,161.9589,162.02,161.9,162.02,161.9,1681212540000,63
5719,161.8247,161.88,161.89,161.89,161.8,1681212600000,83
1300,161.9484,161.98,161.95,161.98,161.95,1681212780000,36
1538,161.9157,161.9,161.92,161.92,161.9,1681212840000,15
2662,161.8383,161.87,161.8,161.87,161.8,1681213020000,47
1967,161.8318,161.8,161.85,161.85,161.8,1681213080000,57
1903,161.8921,161.9,161.85,161.9,161.85,1681213140000,23
4438,161.8485,161.85,161.85,161.85,161.85,1681213200000,26
365,161.8287,161.85,161.85,161.85,161.85,1681213380000,8
119,161.8483,161.85,161.85,161.85,161.85,1681213440000,3
1305,161.8831,161.9,161.92,161.92,161.9,1681213560000,32
816,161.9295,161.92,161.95,161.95,161.92,1681213620000,17
456,161.8546,161.86,161.85,161.86,161.85,1681213740000,10
1555,161.8866,161.9,161.9,161.9,161.9,1681213800000,46
719,161.9587,161.94,161.99,161.99,161.94,1681213860000,28
411,161.9698,161.97,161.97,161.97,161.97,1681213980000,7
134,161.9681,161.97,161.97,161.97,161.97,1681214040000,8
173,161.9,161.9,161.9,161.9,161.9,1681214340000,16
45544,161.9979,162.1,161.85,162.36,161.76,1681214400000,395
3638,161.921,162.3485,161.9,162.3485,161.57,1681214460000,569
2391,161.7643,161.86,161.9,161.9,161.625,1681214520000,292
3159,161.9091,161.92,161.9,161.92,161.9,1681214700000,84
438,161.9009,161.9,161.9,161.9,161.9,1681214760000,15
714,161.8997,161.9,161.9,161.9,161.9,1681214820000,15
1419,161.8951,161.88,161.9,161.9,161.88,1681214880000,30
4980,161.8551,161.88,161.84,161.88,161.84,1681214940000,130
2479,161.8657,161.86,161.86,161.9,161.8,1681215000000,84
368,161.8553,161.85,161.85,161.85,161.85,1681215060000,23
2338,161.931,161.88,161.88,161.88,161.88,1681215120000,88
1510,161.9011,161.9,161.9,161.9,161.9,1681215240000,38
162,161.9386,161.93,161.93,161.93,161.93,1681215300000,18
1736,161.9835,161.99,161.99,161.99,161.99,1681215360000,17
2190,161.9753,161.99,161.99,161.99,161.99,1681215420000,59
5171,161.9133,161.92,161.89,161.92,161.89,1681215480000,89
2831,161.8902,161.85,161.9,161.9893,161.8,1681215540000,83
706,161.9609,161.99,161.97,161.99,161.97,1681215660000,25
1888,161.9945,161.99,162.01,162.01,161.99,1681215720000,97
6592,161.9467,161.97,161.9,161.98,161.9,1681215840000,103
5853,161.8854,161.8905,161.85,161.92,161.85,1681215900000,53
1087,161.9217,161.97,161.89,161.97,161.89,1681216020000,30
1065,161.9188,161.9498,161.94,161.9498,161.89,1681216080000,25
2533,161.8662,161.9,161.89,161.9,161.84,1681216140000,68
5392,161.8692,161.8,161.95,161.95,161.8,1681216200000,124
2583,161.9399,161.8844,161.989,161.989,161.8844,1681216260000,21
1741,161.8816,161.99,161.8201,161.99,161.8201,1681216320000,30
1252,161.8744,161.87,161.87,161.87,161.87,1681216380000,19
3610,161.8586,161.89,161.83,161.89,161.83,1681216440000,71
4482,161.8078,161.77,161.84,161.84,161.76,1681216500000,141
15931,161.8029,161.8,161.8,161.82,161.7611,1681216560000,193
3684,161.8495,161.85,161.87,161.87,161.8119,1681216620000,80
1667,161.8761,161.88,161.86,161.89,161.86,1681216680000,39
1554,161.832,161.8396,161.84,161.84,161.8396,1681216740000,56
4018,161.8661,161.86,161.9,161.9,161.81,1681216800000,58
850,161.8932,161.9,161.9,161.9,161.9,1681216860000,35
3809,161.9437,161.94,161.91,161.99,161.91,1681216920000,97
2162,161.9557,161.97,161.96,161.98,161.91,1681216980000,35
6807,161.9265,161.95,161.92,161.95,161.92,1681217040000,54
3283,161.9014,161.91,161.89,161.92,161.89,1681217100000,85
1868,161.9086,161.89,161.891,161.93,161.89,1681217160000,41
326,161.9136,161.891,161.891,161.891,161.891,1681217220000,13
2742,161.9104,161.89,161.89,161.89,161.89,1681217280000,90
772,161.8803,161.88,161.88,161.88,161.88,1681217340000,27
1215,161.8887,161.85,161.85,161.85,161.85,1681217400000,40
2990,161.9267,161.9,161.88,161.97,161.88,1681217460000,86
1526,161.9773,161.97,161.99,162,161.97,1681217520000,46
1776,161.9941,162,162,162,162,1681217580000,79
2983,161.9265,161.97,161.9,161.97,161.9,1681217640000,75
909,161.9169,161.89,161.9648,161.9663,161.89,1681217700000,23
1905,161.8878,161.88,161.89,161.89,161.88,1681217760000,65
1690,161.8552,161.86,161.84,161.86,161.84,1681217880000,66
6461,161.8041,161.82,161.8,161.82,161.8,1681217940000,71
